HOUSEID,PERSONID,TDTRPNUM,TRVLCMIN,TRIPPURP,WHYTO,WHYFROM,TRPTRANS,trip_mode_drivingDetail,trip_mode_simplified,trip_purpose,trip_mode_EXTRA_simplified,trip_purpose_EXTRA_simp
40269905,01,03,5,HBO,01,07,04,Drive: SUV/Van,Drive,Going Home,Drive,Going Home
40269905,02,01,15,HBW,04,01,04,Drive: SUV/Van,Drive,Work,Drive,Work
40269905,02,02,20,HBW,01,04,04,Drive: SUV/Van,Drive,Going Home,Drive,Going Home
40269905,02,03,25,HBSOCREC,16,01,04,Drive: SUV/Van,Drive,Exercise,Drive,Other
40269905,02,04,15,NHB,13,16,04,Drive: SUV/Van,Drive,Going out to eat,Drive,Getting Food/Drinks
40269905,02,05,15,HBSHOP,01,13,04,Drive: SUV/Van,Drive,Going Home,Drive,Going Home
40288088,01,01,30,HBW,03,01,06,Drive: Pickup Truck,Drive,Work,Drive,Work
40288088,01,02,60,HBW,01,03,06,Drive: Pickup Truck,Drive,Going Home,Drive,Going Home
40288088,02,01,15,NHB,03,16,04,Drive: SUV/Van,Drive,Work,Drive,Work
40288088,02,02,15,HBW,01,03,04,Drive: SUV/Van,Drive,Going Home,Drive,Going Home
40328532,01,02,25,HBO,01,01,06,Drive: Pickup Truck,Drive,Going Home,Drive,Going Home
40328532,01,03,5,HBO,14,01,06,Drive: Pickup Truck,Drive,Errands,Drive,Errands (Non-shopping)
40328532,01,04,10,HBO,01,14,06,Drive: Pickup Truck,Drive,Going Home,Drive,Going Home
40333740,01,01,15,HBO,06,01,04,Drive: SUV/Van,Drive,Giving someone a ride,Drive,Giving Someone a Ride
40333740,01,02,14,HBO,01,06,04,Drive: SUV/Van,Drive,Going Home,Drive,Going Home
40333740,01,03,15,HBO,18,01,04,Drive: SUV/Van,Drive,Medical Visit,Drive,Medical Visit
40333740,01,04,2,NHB,06,18,04,Drive: SUV/Van,Drive,Giving someone a ride,Drive,Giving Someone a Ride
40333740,01,05,15,HBO,01,06,04,Drive: SUV/Van,Drive,Going Home,Drive,Going Home
40333740,02,01,75,HBW,03,01,08,Motorcycle/Scooter,Motorcycle/Scooter,Work,Other,Work
40333740,02,03,15,HBW,01,03,08,Motorcycle/Scooter,Motorcycle/Scooter,Going Home,Other,Going Home
40348404,01,01,15,HBO,14,01,03,Drive: Car,Drive,Errands,Drive,Errands (Non-shopping)
40348404,01,02,10,NHB,14,14,03,Drive: Car,Drive,Errands,Drive,Errands (Non-shopping)
40348404,01,03,2,NHB,11,14,03,Drive: Car,Drive,Grocceries or Other Shopping,Drive,Grocceries or Other Shopping
40348404,01,04,7,HBSHOP,01,11,03,Drive: Car,Drive,Going Home,Drive,Going Home
40348404,01,06,2,NHB,14,16,03,Drive: Car,Drive,Errands,Drive,Errands (Non-shopping)
40348404,01,07,2,HBO,01,14,03,Drive: Car,Drive,Going Home,Drive,Going Home
40348404,01,08,15,HBO,06,01,03,Drive: Car,Drive,Giving someone a ride,Drive,Giving Someone a Ride
40348404,01,09,25,NHB,03,06,03,Drive: Car,Drive,Work,Drive,Work
40348404,01,10,15,HBW,01,03,03,Drive: Car,Drive,Going Home,Drive,Going Home
40348404,02,01,2,HBO,08,01,03,Drive: Car,Drive,Going to School,Drive,Going to School
40348404,02,02,15,NHB,06,08,03,Drive: Car,Drive,Giving someone a ride,Drive,Giving Someone a Ride
40348404,02,03,15,HBO,01,06,03,Drive: Car,Drive,Going Home,Drive,Going Home
40348404,03,01,5,HBO,09,01,03,Drive: Car,Drive,Going to Childcare,Drive,Going to School
40348404,03,02,10,HBO,01,09,03,Drive: Car,Drive,Going Home,Drive,Going Home
40348404,03,03,15,HBO,01,01,03,Drive: Car,Drive,Going Home,Drive,Going Home
40351099,01,01,15,HBO,06,01,05,Drive: SUV/Van,Drive,Giving someone a ride,Drive,Giving Someone a Ride
40351099,01,02,13,NHB,06,06,05,Drive: SUV/Van,Drive,Giving someone a ride,Drive,Giving Someone a Ride
40351099,01,03,15,HBO,01,06,05,Drive: SUV/Van,Drive,Going Home,Drive,Going Home
40351099,01,04,10,HBO,06,01,05,Drive: SUV/Van,Drive,Giving someone a ride,Drive,Giving Someone a Ride
40351099,01,05,10,HBO,01,06,05,Drive: SUV/Van,Drive,Going Home,Drive,Going Home
40351099,01,06,15,HBO,06,01,05,Drive: SUV/Van,Drive,Giving someone a ride,Drive,Giving Someone a Ride
40351099,01,07,18,HBO,01,06,05,Drive: SUV/Van,Drive,Going Home,Drive,Going Home
40351099,02,01,25,HBW,03,01,03,Drive: Car,Drive,Work,Drive,Work
40351099,02,02,30,HBW,01,03,03,Drive: Car,Drive,Going Home,Drive,Going Home
40351099,02,03,10,HBO,06,01,03,Drive: Car,Drive,Giving someone a ride,Drive,Giving Someone a Ride
40351099,02,04,10,HBO,01,06,03,Drive: Car,Drive,Going Home,Drive,Going Home
40351099,03,01,15,NHB,08,08,05,Drive: SUV/Van,Drive,Going to School,Drive,Going to School
40351099,03,02,15,HBO,01,08,03,Drive: Car,Drive,Going Home,Drive,Going Home
40351099,04,01,15,HBO,08,01,05,Drive: SUV/Van,Drive,Going to School,Drive,Going to School
40351099,04,02,15,HBO,01,08,03,Drive: Car,Drive,Going Home,Drive,Going Home
40351099,04,03,10,HBSOCREC,16,01,03,Drive: Car,Drive,Exercise,Drive,Other
40351099,04,04,10,HBSOCREC,01,16,03,Drive: Car,Drive,Going Home,Drive,Going Home
40351099,05,01,15,HBO,06,01,05,Drive: SUV/Van,Drive,Giving someone a ride,Drive,Giving Someone a Ride
40351099,05,02,13,NHB,06,06,05,Drive: SUV/Van,Drive,Giving someone a ride,Drive,Giving Someone a Ride
40351099,05,03,15,HBO,01,06,05,Drive: SUV/Van,Drive,Going Home,Drive,Going Home
40351099,06,01,15,HBO,06,01,05,Drive: SUV/Van,Drive,Giving someone a ride,Drive,Giving Someone a Ride
40351099,06,02,13,NHB,09,06,05,Drive: SUV/Van,Drive,Going to Childcare,Drive,Going to School
40351099,06,03,15,HBO,01,09,03,Drive: Car,Drive,Going Home,Drive,Going Home
40351099,06,04,15,HBO,06,01,05,Drive: SUV/Van,Drive,Giving someone a ride,Drive,Giving Someone a Ride
40351099,06,05,15,HBO,01,06,05,Drive: SUV/Van,Drive,Going Home,Drive,Going Home
40366075,01,01,10,HBSHOP,11,01,04,Drive: SUV/Van,Drive,Grocceries or Other Shopping,Drive,Grocceries or Other Shopping
40366075,01,02,8,NHB,03,11,04,Drive: SUV/Van,Drive,Work,Drive,Work
40366075,01,03,15,NHB,15,03,04,Drive: SUV/Van,Drive,Recreational Activities,Drive,Recreational Activities
40366075,01,04,15,NHB,03,15,04,Drive: SUV/Van,Drive,Work,Drive,Work
40366075,01,05,20,HBW,01,03,04,Drive: SUV/Van,Drive,Going Home,Drive,Going Home
40390975,01,02,4,NHB,11,17,03,Drive: Car,Drive,Grocceries or Other Shopping,Drive,Grocceries or Other Shopping
40390975,01,03,11,NHB,05,11,03,Drive: Car,Drive,Volunteering,Drive,Volunteering/Religious Activities
40390975,01,04,11,HBO,01,05,03,Drive: Car,Drive,Going Home,Drive,Going Home
40390975,01,05,11,HBO,06,01,03,Drive: Car,Drive,Giving someone a ride,Drive,Giving Someone a Ride
40390975,01,06,6,NHB,11,06,03,Drive: Car,Drive,Grocceries or Other Shopping,Drive,Grocceries or Other Shopping
40390975,01,07,5,NHB,06,11,03,Drive: Car,Drive,Giving someone a ride,Drive,Giving Someone a Ride
40390975,01,08,4,HBO,01,06,03,Drive: Car,Drive,Going Home,Drive,Going Home
40393938,01,01,25,HBW,03,01,03,Drive: Car,Drive,Work,Drive,Work
40393938,01,02,20,HBW,01,03,03,Drive: Car,Drive,Going Home,Drive,Going Home
40413238,01,01,45,HBW,03,01,06,Drive: Pickup Truck,Drive,Work,Drive,Work
40413238,01,02,15,NHB,03,03,06,Drive: Pickup Truck,Drive,Work,Drive,Work
40413238,01,03,15,NHB,03,03,06,Drive: Pickup Truck,Drive,Work,Drive,Work
40413238,01,04,25,NHB,03,03,06,Drive: Pickup Truck,Drive,Work,Drive,Work
40413238,01,05,70,NHB,11,03,06,Drive: Pickup Truck,Drive,Grocceries or Other Shopping,Drive,Grocceries or Other Shopping
40413238,01,06,10,HBSHOP,01,11,06,Drive: Pickup Truck,Drive,Going Home,Drive,Going Home
40413238,01,07,15,HBSOCREC,15,01,04,Drive: SUV/Van,Drive,Recreational Activities,Drive,Recreational Activities
40413238,01,08,15,HBSOCREC,01,15,04,Drive: SUV/Van,Drive,Going Home,Drive,Going Home
40413238,02,01,50,HBSOCREC,16,01,04,Drive: SUV/Van,Drive,Exercise,Drive,Other
40413238,02,02,15,NHB,11,16,04,Drive: SUV/Van,Drive,Grocceries or Other Shopping,Drive,Grocceries or Other Shopping
40413238,02,03,15,NHB,18,11,04,Drive: SUV/Van,Drive,Medical Visit,Drive,Medical Visit
40413238,02,04,30,HBO,01,18,04,Drive: SUV/Van,Drive,Going Home,Drive,Going Home
40413238,02,05,15,HBSOCREC,15,01,04,Drive: SUV/Van,Drive,Recreational Activities,Drive,Recreational Activities
40413238,02,06,15,HBSOCREC,01,15,04,Drive: SUV/Van,Drive,Going Home,Drive,Going Home
40418393,01,01,4,HBSHOP,11,01,03,Drive: Car,Drive,Grocceries or Other Shopping,Drive,Grocceries or Other Shopping
40418393,01,02,2,NHB,11,11,03,Drive: Car,Drive,Grocceries or Other Shopping,Drive,Grocceries or Other Shopping
40418393,01,03,12,HBSHOP,01,11,03,Drive: Car,Drive,Going Home,Drive,Going Home
40418393,01,04,20,HBO,06,01,03,Drive: Car,Drive,Giving someone a ride,Drive,Giving Someone a Ride
40418393,01,05,25,NHB,06,06,03,Drive: Car,Drive,Giving someone a ride,Drive,Giving Someone a Ride
40418393,01,06,27,HBO,01,06,03,Drive: Car,Drive,Going Home,Drive,Going Home
40420532,01,01,10,HBW,03,02,03,Drive: Car,Drive,Work,Drive,Work
40420532,01,02,25,NHB,11,03,03,Drive: Car,Drive,Grocceries or Other Shopping,Drive,Grocceries or Other Shopping
40420532,01,03,14,NHB,12,11,03,Drive: Car,Drive,Errands,Drive,Errands (Non-shopping)
40420532,01,04,10,HBSHOP,02,12,03,Drive: Car,Drive,Going Home,Drive,Going Home
40420532,01,05,5,HBSOCREC,16,02,03,Drive: Car,Drive,Exercise,Drive,Other
40420532,01,06,5,HBSOCREC,02,16,03,Drive: Car,Drive,Going Home,Drive,Going Home
40454687,01,01,25,HBSHOP,13,01,03,Drive: Car,Drive,Going out to eat,Drive,Getting Food/Drinks
40454687,01,02,25,NHB,11,13,03,Drive: Car,Drive,Grocceries or Other Shopping,Drive,Grocceries or Other Shopping
40454687,01,03,12,HBSHOP,01,11,03,Drive: Car,Drive,Going Home,Drive,Going Home
40454687,02,01,25,HBSHOP,13,01,03,Drive: Car,Drive,Going out to eat,Drive,Getting Food/Drinks
40454687,02,02,25,NHB,11,13,03,Drive: Car,Drive,Grocceries or Other Shopping,Drive,Grocceries or Other Shopping
40454687,02,03,12,HBSHOP,01,11,03,Drive: Car,Drive,Going Home,Drive,Going Home
40454687,03,01,5,HBW,03,01,03,Drive: Car,Drive,Work,Drive,Work
40454687,03,02,5,HBW,01,03,03,Drive: Car,Drive,Going Home,Drive,Going Home
40454687,03,03,11,HBW,03,01,03,Drive: Car,Drive,Work,Drive,Work
40454687,03,04,14,HBW,01,03,03,Drive: Car,Drive,Going Home,Drive,Going Home
40454687,03,05,4,HBSOCREC,16,01,03,Drive: Car,Drive,Exercise,Drive,Other
40454687,03,06,4,HBSOCREC,01,16,03,Drive: Car,Drive,Going Home,Drive,Going Home
40461816,01,01,10,HBSHOP,11,01,06,Drive: Pickup Truck,Drive,Grocceries or Other Shopping,Drive,Grocceries or Other Shopping
40461816,01,02,10,HBSHOP,01,11,06,Drive: Pickup Truck,Drive,Going Home,Drive,Going Home
40475905,01,01,15,HBO,19,01,03,Drive: Car,Drive,Religious,Drive,Volunteering/Religious Activities
40475905,01,02,35,NHB,03,19,03,Drive: Car,Drive,Work,Drive,Work
40475905,01,03,30,HBW,01,03,03,Drive: Car,Drive,Going Home,Drive,Going Home
40475905,01,04,6,HBSOCREC,16,01,04,Drive: SUV/Van,Drive,Exercise,Drive,Other
40475905,01,05,8,HBSOCREC,01,16,04,Drive: SUV/Van,Drive,Going Home,Drive,Going Home
40475905,02,01,10,HBO,19,01,06,Drive: Pickup Truck,Drive,Religious,Drive,Volunteering/Religious Activities
40475905,02,02,10,HBO,01,19,06,Drive: Pickup Truck,Drive,Going Home,Drive,Going Home
40491521,01,01,10,HBSHOP,11,01,04,Drive: SUV/Van,Drive,Grocceries or Other Shopping,Drive,Grocceries or Other Shopping
40491521,01,02,11,NHB,11,11,04,Drive: SUV/Van,Drive,Grocceries or Other Shopping,Drive,Grocceries or Other Shopping
40491521,01,03,5,NHB,11,11,04,Drive: SUV/Van,Drive,Grocceries or Other Shopping,Drive,Grocceries or Other Shopping
40491521,01,04,10,HBSHOP,01,11,04,Drive: SUV/Van,Drive,Going Home,Drive,Going Home
40510451,01,01,8,HBSHOP,11,01,05,Drive: SUV/Van,Drive,Grocceries or Other Shopping,Drive,Grocceries or Other Shopping
40510451,01,02,5,NHB,11,11,05,Drive: SUV/Van,Drive,Grocceries or Other Shopping,Drive,Grocceries or Other Shopping
40510451,01,03,11,HBSHOP,01,11,05,Drive: SUV/Van,Drive,Going Home,Drive,Going Home
40519516,01,01,30,HBW,03,01,03,Drive: Car,Drive,Work,Drive,Work
40519516,01,02,30,HBW,01,03,03,Drive: Car,Drive,Going Home,Drive,Going Home
40519516,02,01,30,HBW,03,01,06,Drive: Pickup Truck,Drive,Work,Drive,Work
40519516,02,02,30,HBW,01,03,06,Drive: Pickup Truck,Drive,Going Home,Drive,Going Home
40520633,01,01,5,HBSOCREC,16,01,03,Drive: Car,Drive,Exercise,Drive,Other
40520633,01,02,5,HBSOCREC,01,16,03,Drive: Car,Drive,Going Home,Drive,Going Home
40520633,01,04,15,HBO,01,07,03,Drive: Car,Drive,Going Home,Drive,Going Home
40520633,01,05,20,HBSHOP,11,01,03,Drive: Car,Drive,Grocceries or Other Shopping,Drive,Grocceries or Other Shopping
40520633,01,06,19,HBSHOP,01,11,03,Drive: Car,Drive,Going Home,Drive,Going Home
40520633,01,07,10,HBO,19,01,03,Drive: Car,Drive,Religious,Drive,Volunteering/Religious Activities
40520633,01,08,10,HBO,01,19,03,Drive: Car,Drive,Going Home,Drive,Going Home
40520633,02,01,5,HBSOCREC,16,01,03,Drive: Car,Drive,Exercise,Drive,Other
40520633,02,02,5,HBSOCREC,01,16,03,Drive: Car,Drive,Going Home,Drive,Going Home
40520633,02,04,18,HBO,01,07,03,Drive: Car,Drive,Going Home,Drive,Going Home
40520633,02,05,20,HBSHOP,11,01,03,Drive: Car,Drive,Grocceries or Other Shopping,Drive,Grocceries or Other Shopping
40520633,02,06,19,HBSHOP,01,11,03,Drive: Car,Drive,Going Home,Drive,Going Home
40520633,02,07,10,HBO,19,01,03,Drive: Car,Drive,Religious,Drive,Volunteering/Religious Activities
40520633,02,08,10,HBO,01,19,03,Drive: Car,Drive,Going Home,Drive,Going Home
40520911,01,01,10,HBW,03,01,03,Drive: Car,Drive,Work,Drive,Work
40520911,01,02,10,NHB,12,03,03,Drive: Car,Drive,Errands,Drive,Errands (Non-shopping)
40520911,01,03,5,HBSHOP,01,12,03,Drive: Car,Drive,Going Home,Drive,Going Home
40520911,02,01,30,HBW,03,01,03,Drive: Car,Drive,Work,Drive,Work
40520911,02,02,40,HBW,01,03,03,Drive: Car,Drive,Going Home,Drive,Going Home
40570637,01,01,14,HBW,03,01,06,Drive: Pickup Truck,Drive,Work,Drive,Work
40570637,01,02,25,NHB,18,03,06,Drive: Pickup Truck,Drive,Medical Visit,Drive,Medical Visit
40570637,01,03,15,HBO,01,18,06,Drive: Pickup Truck,Drive,Going Home,Drive,Going Home
40570637,02,01,25,HBW,04,01,06,Drive: Pickup Truck,Drive,Work,Drive,Work
40570637,02,02,30,NHB,03,04,06,Drive: Pickup Truck,Drive,Work,Drive,Work
40570637,02,03,50,HBW,02,03,06,Drive: Pickup Truck,Drive,Going Home,Drive,Going Home
40570637,02,04,10,HBSHOP,11,02,06,Drive: Pickup Truck,Drive,Grocceries or Other Shopping,Drive,Grocceries or Other Shopping
40570637,02,05,10,HBSHOP,01,11,06,Drive: Pickup Truck,Drive,Going Home,Drive,Going Home
40570882,01,01,5,HBSHOP,11,01,06,Drive: Pickup Truck,Drive,Grocceries or Other Shopping,Drive,Grocceries or Other Shopping
40570882,01,02,5,HBSHOP,01,11,06,Drive: Pickup Truck,Drive,Going Home,Drive,Going Home
40581999,01,01,15,HBSOCREC,17,01,04,Drive: SUV/Van,Drive,Visiting Friends,Drive,Visiting Friends
40581999,01,02,20,HBSOCREC,01,17,04,Drive: SUV/Van,Drive,Going Home,Drive,Going Home
40603520,01,01,25,HBW,03,01,04,Drive: SUV/Van,Drive,Work,Drive,Work
40603520,01,02,2,NHB,15,03,04,Drive: SUV/Van,Drive,Recreational Activities,Drive,Recreational Activities
40603520,01,03,2,NHB,03,15,04,Drive: SUV/Van,Drive,Work,Drive,Work
40603520,01,04,2,NHB,15,03,04,Drive: SUV/Van,Drive,Recreational Activities,Drive,Recreational Activities
40603520,01,05,2,NHB,03,15,04,Drive: SUV/Van,Drive,Work,Drive,Work
40603520,01,06,30,HBW,01,03,04,Drive: SUV/Van,Drive,Going Home,Drive,Going Home
40606817,01,01,31,HBO,14,01,05,Drive: SUV/Van,Drive,Errands,Drive,Errands (Non-shopping)
40606817,01,02,42,HBO,01,14,05,Drive: SUV/Van,Drive,Going Home,Drive,Going Home
40606817,01,03,13,HBSHOP,12,01,05,Drive: SUV/Van,Drive,Errands,Drive,Errands (Non-shopping)
40606817,01,04,13,HBSHOP,01,12,05,Drive: SUV/Van,Drive,Going Home,Drive,Going Home
40620436,01,01,30,HBSHOP,11,01,04,Drive: SUV/Van,Drive,Grocceries or Other Shopping,Drive,Grocceries or Other Shopping
40620436,01,02,15,NHB,11,11,04,Drive: SUV/Van,Drive,Grocceries or Other Shopping,Drive,Grocceries or Other Shopping
40620436,01,03,65,NHB,13,11,04,Drive: SUV/Van,Drive,Going out to eat,Drive,Getting Food/Drinks
40620436,01,04,20,NHB,11,13,04,Drive: SUV/Van,Drive,Grocceries or Other Shopping,Drive,Grocceries or Other Shopping
40620436,01,05,15,NHB,18,11,04,Drive: SUV/Van,Drive,Medical Visit,Drive,Medical Visit
40620436,01,06,25,HBO,01,18,04,Drive: SUV/Van,Drive,Going Home,Drive,Going Home
40620436,02,01,45,HBSHOP,12,01,04,Drive: SUV/Van,Drive,Errands,Drive,Errands (Non-shopping)
40620436,02,02,10,NHB,13,12,04,Drive: SUV/Van,Drive,Going out to eat,Drive,Getting Food/Drinks
40620436,02,03,20,NHB,14,13,04,Drive: SUV/Van,Drive,Errands,Drive,Errands (Non-shopping)
40620436,02,04,45,HBO,01,14,04,Drive: SUV/Van,Drive,Going Home,Drive,Going Home
40621149,01,01,5,HBW,03,01,06,Drive: Pickup Truck,Drive,Work,Drive,Work
40621149,01,02,5,HBW,01,03,06,Drive: Pickup Truck,Drive,Going Home,Drive,Going Home
40625408,01,01,7,HBSHOP,12,01,04,Drive: SUV/Van,Drive,Errands,Drive,Errands (Non-shopping)
40625408,01,02,10,NHB,12,12,04,Drive: SUV/Van,Drive,Errands,Drive,Errands (Non-shopping)
40625408,01,03,10,NHB,11,12,04,Drive: SUV/Van,Drive,Grocceries or Other Shopping,Drive,Grocceries or Other Shopping
40625408,01,04,5,NHB,12,11,04,Drive: SUV/Van,Drive,Errands,Drive,Errands (Non-shopping)
40625408,01,05,15,HBSHOP,01,12,04,Drive: SUV/Van,Drive,Going Home,Drive,Going Home
40631962,01,01,10,HBSHOP,11,01,03,Drive: Car,Drive,Grocceries or Other Shopping,Drive,Grocceries or Other Shopping
40631962,01,02,30,HBSHOP,01,11,03,Drive: Car,Drive,Going Home,Drive,Going Home
40631962,02,03,10,HBSHOP,11,01,03,Drive: Car,Drive,Grocceries or Other Shopping,Drive,Grocceries or Other Shopping
40631962,02,04,30,HBSHOP,01,11,03,Drive: Car,Drive,Going Home,Drive,Going Home
40640430,01,01,15,HBSHOP,11,01,06,Drive: Pickup Truck,Drive,Grocceries or Other Shopping,Drive,Grocceries or Other Shopping
40640430,01,02,10,HBSHOP,01,11,06,Drive: Pickup Truck,Drive,Going Home,Drive,Going Home
40693962,01,01,30,HBW,03,01,03,Drive: Car,Drive,Work,Drive,Work
40693962,01,02,25,NHB,06,03,03,Drive: Car,Drive,Giving someone a ride,Drive,Giving Someone a Ride
40693962,01,03,5,NHB,13,06,03,Drive: Car,Drive,Going out to eat,Drive,Getting Food/Drinks
40693962,01,04,10,HBSHOP,01,13,03,Drive: Car,Drive,Going Home,Drive,Going Home
40693962,02,01,10,HBO,06,01,03,Drive: Car,Drive,Giving someone a ride,Drive,Giving Someone a Ride
40693962,02,02,2,NHB,14,06,03,Drive: Car,Drive,Errands,Drive,Errands (Non-shopping)
40693962,02,03,5,HBO,02,14,03,Drive: Car,Drive,Going Home,Drive,Going Home
40693962,02,04,5,HBO,14,02,03,Drive: Car,Drive,Errands,Drive,Errands (Non-shopping)
40693962,02,05,15,NHB,14,14,03,Drive: Car,Drive,Errands,Drive,Errands (Non-shopping)
40693962,02,06,15,NHB,14,14,03,Drive: Car,Drive,Errands,Drive,Errands (Non-shopping)
40693962,02,07,10,NHB,06,14,03,Drive: Car,Drive,Giving someone a ride,Drive,Giving Someone a Ride
40693962,02,09,5,NHB,13,07,03,Drive: Car,Drive,Going out to eat,Drive,Getting Food/Drinks
40693962,02,10,10,HBSHOP,01,13,03,Drive: Car,Drive,Going Home,Drive,Going Home
40759150,01,01,2,HBO,06,01,03,Drive: Car,Drive,Giving someone a ride,Drive,Giving Someone a Ride
40759150,01,02,27,NHB,03,06,03,Drive: Car,Drive,Work,Drive,Work
40759150,01,03,45,HBW,01,03,03,Drive: Car,Drive,Going Home,Drive,Going Home
40759150,02,01,2,HBO,08,01,03,Drive: Car,Drive,Going to School,Drive,Going to School
40759150,03,01,2,HBO,08,01,03,Drive: Car,Drive,Going to School,Drive,Going to School
40771932,01,01,15,HBO,06,01,04,Drive: SUV/Van,Drive,Giving someone a ride,Drive,Giving Someone a Ride
40771932,01,02,15,HBO,01,06,04,Drive: SUV/Van,Drive,Going Home,Drive,Going Home
40771932,01,03,15,HBO,18,01,04,Drive: SUV/Van,Drive,Medical Visit,Drive,Medical Visit
40771932,01,04,8,NHB,11,18,04,Drive: SUV/Van,Drive,Grocceries or Other Shopping,Drive,Grocceries or Other Shopping
40771932,01,05,10,NHB,17,11,04,Drive: SUV/Van,Drive,Visiting Friends,Drive,Visiting Friends
40771932,01,06,10,NHB,11,17,04,Drive: SUV/Van,Drive,Grocceries or Other Shopping,Drive,Grocceries or Other Shopping
40771932,01,07,5,NHB,06,11,04,Drive: SUV/Van,Drive,Giving someone a ride,Drive,Giving Someone a Ride
40771932,01,08,5,NHB,13,06,04,Drive: SUV/Van,Drive,Going out to eat,Drive,Getting Food/Drinks
40771932,01,09,5,NHB,19,13,04,Drive: SUV/Van,Drive,Religious,Drive,Volunteering/Religious Activities
40771932,01,10,20,NHB,18,19,04,Drive: SUV/Van,Drive,Medical Visit,Drive,Medical Visit
40771932,01,11,30,NHB,06,18,04,Drive: SUV/Van,Drive,Giving someone a ride,Drive,Giving Someone a Ride
40771932,01,12,19,HBO,01,06,04,Drive: SUV/Van,Drive,Going Home,Drive,Going Home
40771932,01,13,5,HBSHOP,11,01,04,Drive: SUV/Van,Drive,Grocceries or Other Shopping,Drive,Grocceries or Other Shopping
40771932,01,14,5,HBSHOP,01,11,04,Drive: SUV/Van,Drive,Going Home,Drive,Going Home
40771932,02,01,15,NHB,08,08,04,Drive: SUV/Van,Drive,Going to School,Drive,Going to School
40771932,02,02,5,NHB,13,08,04,Drive: SUV/Van,Drive,Going out to eat,Drive,Getting Food/Drinks
40771932,02,03,5,NHB,08,13,04,Drive: SUV/Van,Drive,Going to School,Drive,Going to School
40771932,02,04,20,NHB,18,08,04,Drive: SUV/Van,Drive,Medical Visit,Drive,Medical Visit
40771932,02,05,30,NHB,05,18,04,Drive: SUV/Van,Drive,Volunteering,Drive,Volunteering/Religious Activities
40771932,02,06,20,HBO,01,05,97,Other,Other,Going Home,Other,Going Home
